"","Gene.ID","Uniq_Name","KH2013","X","KYname","KHname","Description","name","ENSMUSG","ENSMUST","annotation_1","annotation_2","loc","SNR","variance","denoised_SNR","denoised_variance","gene_network_leiden","gene_network_n","leiden","gene_clusters_leiden","scores","logfoldchanges","pvals","pvals_adj"
"KY.Chr1.1134","KY.Chr1.1134","KY2019:KY.Chr1.1134","KH.C1.131","KY2019:KY.Chr1.1134","CEP41","KH2013:KH.C1.131","nan","nan","nan","nan","nan","nan","nan",0.45356392469084,0.5663913,0.303117755101637,0.87048656,1,25,6,12,6.426982,0.9120469,2.07377117947814e-10,4.12684503218934e-10
"KY.Chr1.1135","KY.Chr1.1135","Slc39a10-KY.Chr1.1135","KH.C1.367","Slc39a10-KY.Chr1.1135","SLC39A10","SLC39A10/6","1:46807544:46854046:-1 ENSMUSG00000025986.6 ENSMUST00000027131.5 protein_coding protein_coding Slc39a10 solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]","Slc39a10","ENSMUSG00000025986.6","ENSMUST00000027131.5","protein_coding","protein_coding","1:46807544:46854046:-1",0.579642057161599,1.0714372,0.452053153707279,1.181368,3,20,5,11,13.381735,1.5612913,1.95878493120961e-37,1.05696810644479e-36
"KY.Chr1.1136","KY.Chr1.1136","Nfe2l1-KY.Chr1.1136","KH.C1.725","Nfe2l1-KY.Chr1.1136","NFE2L1","NFE2L1/2/3","11:96817414:96824127:-1 ENSMUSG00000038615.17 ENSMUST00000169828.7 protein_coding protein_coding Nfe2l1 nuclear factor, erythroid derived 2,-like 1 [Source:MGI Symbol;Acc:MGI:99421]","Nfe2l1","ENSMUSG00000038615.17","ENSMUST00000169828.7","protein_coding","protein_coding","11:96817414:96824127:-1",0.542132472359523,1.176937,0.431217306178918,1.1952044,5,12,1,10,11.028408,1.2392884,1.57808613155058e-26,6.11704794946705e-26
"KY.Chr1.1137","KY.Chr1.1137","Hnrnpa1-KY.Chr1.1137","KH.C1.11","Hnrnpa1-KY.Chr1.1137","HNRNPA1","KH2013:KH.C1.11_HNRNPA1/3","15:103240494:103244955:1 ENSMUSG00000046434.16 ENSMUST00000231141.1 protein_coding protein_coding Hnrnpa1 heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820]","Hnrnpa1","ENSMUSG00000046434.16","ENSMUST00000231141.1","protein_coding","protein_coding","15:103240494:103244955:1",1.18393176410699,1.7415314,0.977499336868513,1.457368,4,28,3,3,18.292845,1.4096583,1.98186652041544e-60,1.94732677937454e-59
"KY.Chr1.1140","KY.Chr1.1140","Itgb3-KY.Chr1.1140","KH.C1.508","Itgb3-KY.Chr1.1140","ITGB1","ITGB1/2/3/7","11:104608000:104670476:1 ENSMUSG00000020689.4 ENSMUST00000021028.4 protein_coding protein_coding Itgb3 integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612]","Itgb3","ENSMUSG00000020689.4","ENSMUST00000021028.4","protein_coding","protein_coding","11:104608000:104670476:1",0.726961655119107,1.3021427,0.522656852652968,1.280529,1,11,5,6,6.100625,0.58391476,1.67363798710121e-09,3.17300337304091e-09
"KY.Chr1.1149","KY.Chr1.1149","Fam210b-KY.Chr1.1149","KH.S1740.2","Fam210b-KY.Chr1.1149","CDHR2","FAM210B","2:172345565:172355749:1 ENSMUSG00000027495.4 ENSMUST00000028995.4 protein_coding protein_coding Fam210b family with sequence similarity 210, member B [Source:MGI Symbol;Acc:MGI:1914267]","Fam210b","ENSMUSG00000027495.4","ENSMUST00000028995.4","protein_coding","protein_coding","2:172345565:172355749:1",0.834791126809127,1.5184578,0.61346489698632,1.3296177,2,45,4,7,15.183355,1.298662,6.75316745276359e-46,4.61598193364066e-45
"KY.Chr1.1152","KY.Chr1.1152","KY2019:KY.Chr1.1152","KH.S688.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11198491,-0.04957679,0.910866512567594,0.943529363943243
"KY.Chr1.1153","KY.Chr1.1153","Acat1-KY.Chr1.1153","KH.S688.1","Acat1-KY.Chr1.1153","CCDC47","CCDC47","9:53580522:53610382:-1 ENSMUSG00000032047.5 ENSMUST00000034547.5 protein_coding protein_coding Acat1 acetyl-Coenzyme A acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:87870]","Acat1","ENSMUSG00000032047.5","ENSMUST00000034547.5","protein_coding","protein_coding","9:53580522:53610382:-1",1.30579866501887,1.9399859,1.05702790755098,1.5895982,1,9,6,0,9.300972,0.6043203,2.41525156359565e-19,7.15905784350778e-19
"KY.Chr1.1156","KY.Chr1.1156","KY2019:KY.Chr1.1156","nan","KY2019:KY.Chr1.1156","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.189738958151249,0.17890029,0.135101489701697,0.29838714,2,6,4,2,5.4749923,1.9600886,5.52505876825555e-08,9.64702166392335e-08
"KY.Chr1.1157","KY.Chr1.1157","Carf-KY.Chr1.1157","KH.S1835.1","Carf-KY.Chr1.1157","CARF","KH2013:KH.S1835.1_ALS2CR8","1:60108102:60150800:1 ENSMUSG00000026017.13 ENSMUST00000027171.11 protein_coding protein_coding Carf calcium response factor [Source:MGI Symbol;Acc:MGI:2182269]","Carf","ENSMUSG00000026017.13","ENSMUST00000027171.11","protein_coding","protein_coding","1:60108102:60150800:1",0.206838141719811,0.16232848,0.1519549815919,0.3029007,2,15,8,2,7.598726,2.5381415,7.21895438517116e-14,1.69778343207061e-13
"KY.Chr1.1166","KY.Chr1.1166","Cul4a-KY.Chr1.1166","KH.L146.2","Cul4a-KY.Chr1.1166","CUL4A","CUL4B","8:13105621:13147940:1 ENSMUSG00000031446.14 ENSMUST00000016680.13 protein_coding protein_coding Cul4a cullin 4A [Source:MGI Symbol;Acc:MGI:1914487]","Cul4a","ENSMUSG00000031446.14","ENSMUST00000016680.13","protein_coding","protein_coding","8:13105621:13147940:1",0.486448799506379,0.6831215,0.363629250951246,0.8312493,0,23,0,0,2.4911122,0.32256317,0.0129350970155993,0.016075466418748
"KY.Chr1.1171","KY.Chr1.1171","KY2019:KY.Chr1.1171","KH.S1190.1","KY2019:KY.Chr1.1171","DIS3L","KH2013:KH.S1190.1","nan","nan","nan","nan","nan","nan","nan",0.227463704532306,0.29237902,0.168303125972723,0.35530135,2,38,4,7,6.7047486,1.7453188,3.35104024162252e-11,6.89870409853037e-11
"KY.Chr1.1177","KY.Chr1.1177","Ttc1-KY.Chr1.1177","KH.L146.6","Ttc1-KY.Chr1.1177","NUDT19","TTC1","11:43730009:43747982:-1 ENSMUSG00000041278.10 ENSMUST00000048578.2 protein_coding protein_coding Ttc1 tetratricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1914077]","Ttc1","ENSMUSG00000041278.10","ENSMUST00000048578.2","protein_coding","protein_coding","11:43730009:43747982:-1",0.416106918600643,0.8302948,0.275355262594171,0.6535029,6,21,0,1,-3.6580634,-0.5562843,0.000274855492117391,0.000384684753990699
"KY.Chr1.1187","KY.Chr1.1187","Hhex-KY.Chr1.1187","KH.L171.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr1.1192","KY.Chr1.1192","Fbxl15-KY.Chr1.1192","KH.L171.11","Fbxl15-KY.Chr1.1192","FBXL15","FBXL15","19:46328187:46330445:1 ENSMUSG00000025226.11 ENSMUST00000177667.1 protein_coding protein_coding Fbxl15 F-box and leucine-rich repeat protein 15 [Source:MGI Symbol;Acc:MGI:1915681]","Fbxl15","ENSMUSG00000025226.11","ENSMUST00000177667.1","protein_coding","protein_coding","19:46328187:46330445:1",0.428796336663237,0.7933006,0.297682323931554,0.7717099,3,11,3,3,10.764201,1.7519788,1.21869891477659e-25,4.59966003153215e-25
"KY.Chr1.1200","KY.Chr1.1200","Nifk-KY.Chr1.1200","KH.L171.6","Nifk-KY.Chr1.1200","NIFK","MKI67IP","1:118321839:118333822:1 ENSMUSG00000026377.12 ENSMUST00000027626.12 protein_coding protein_coding Nifk nucleolar protein interacting with the FHA domain of MKI67 [Source:MGI Symbol;Acc:MGI:1915199]","Nifk","ENSMUSG00000026377.12","ENSMUST00000027626.12","protein_coding","protein_coding","1:118321839:118333822:1",0.882769351829115,1.2586242,0.747749396284964,1.3492237,3,5,3,3,19.655405,1.8407136,1.38176898699642e-71,1.71671146940664e-70
"KY.Chr1.1201","KY.Chr1.1201","Ipo13-KY.Chr1.1201","KH.L171.15","Ipo13-KY.Chr1.1201","IPO13","IPO13","4:117894486:117914999:-1 ENSMUSG00000033365.14 ENSMUST00000036156.5 protein_coding protein_coding Ipo13 importin 13 [Source:MGI Symbol;Acc:MGI:2385205]","Ipo13","ENSMUSG00000033365.14","ENSMUST00000036156.5","protein_coding","protein_coding","4:117894486:117914999:-1",0.557118295498911,1.0422355,0.441562586185546,1.1304919,2,48,5,11,7.201068,0.7541947,1.39596639724933e-12,3.06445362446651e-12
"KY.Chr1.1204","KY.Chr1.1204","Hmcn1-KY.Chr1.1204","KH.L171.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.8115005,-3.9657016,6.68241341884927e-14,1.57549821086073e-13
"KY.Chr1.1207","KY.Chr1.1207","Sfrp5-KY.Chr1.1207","KH.L171.5","Sfrp5-KY.Chr1.1207","SFRP5","SFRP1/5","19:42197971:42202252:-1 ENSMUSG00000018822.7 ENSMUST00000018966.7 protein_coding protein_coding Sfrp5 secreted frizzled-related sequence protein 5 [Source:MGI Symbol;Acc:MGI:1860298]","Sfrp5","ENSMUSG00000018822.7","ENSMUST00000018966.7","protein_coding","protein_coding","19:42197971:42202252:-1",0.802417496386099,1.8909583,0.443246854074382,1.5486839,6,18,7,8,-10.321249,-1.2262653,3.72115215470574e-23,1.27069418816706e-22
"KY.Chr1.1208","KY.Chr1.1208","Egln1-KY.Chr1.1208","KH.L171.9","Egln1-KY.Chr1.1208","SIPA1L2","KH2013:KH.L171.9","8:124908587:124949324:-1 ENSMUSG00000031987.6 ENSMUST00000034469.6 protein_coding protein_coding Egln1 egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286]","Egln1","ENSMUSG00000031987.6","ENSMUST00000034469.6","protein_coding","protein_coding","8:124908587:124949324:-1",0.427009451715935,0.8452858,0.313502538364194,0.8577872,0,32,0,1,3.814734,0.557518,0.000145983081831275,0.000208347013612198
"KY.Chr1.1209","KY.Chr1.1209","Ddx23-KY.Chr1.1209","KH.L171.3","Ddx23-KY.Chr1.1209","DDX23","DDX23","15:98645134:98662889:-1 ENSMUSG00000003360.15 ENSMUST00000003450.14 protein_coding protein_coding Ddx23 DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 [Source:MGI Symbol;Acc:MGI:1921601]","Ddx23","ENSMUSG00000003360.15","ENSMUST00000003450.14","protein_coding","protein_coding","15:98645134:98662889:-1",1.03479790385863,1.7026722,0.909746700713516,1.4059247,1,47,6,0,9.869734,0.79711515,1.87767572079226e-21,6.05283872928891e-21
"KY.Chr1.1211","KY.Chr1.1211","Klhl41-KY.Chr1.1211","nan","Klhl41-KY.Chr1.1211","nan","nan","2:69670120:69684230:1 ENSMUSG00000075307.3 ENSMUST00000100050.3 protein_coding protein_coding Klhl41 kelch-like 41 [Source:MGI Symbol;Acc:MGI:2683854]","Klhl41","ENSMUSG00000075307.3","ENSMUST00000100050.3","protein_coding","protein_coding","2:69670120:69684230:1",0.856506735543676,0.33138523,0.290081702069722,0.2728633,6,6,7,8,-27.936747,-4.529985,5.06378391023066e-94,1.09514374249036e-92
"KY.Chr1.1212","KY.Chr1.1212","Kbtbd8-KY.Chr1.1212","KH.S610.5","Kbtbd8-KY.Chr1.1212","KBTBD8","KH2013:KH.S610.5_BATH-1/10/13/15/2/20/24/27/29/3/31/33/35/36/38/39/4/5/7/9","6:95117740:95129790:1 ENSMUSG00000030031.14 ENSMUST00000032107.9 protein_coding protein_coding Kbtbd8 kelch repeat and BTB (POZ) domain containing 8 [Source:MGI Symbol;Acc:MGI:2661430]","Kbtbd8","ENSMUSG00000030031.14","ENSMUST00000032107.9","protein_coding","protein_coding","6:95117740:95129790:1",0.817448568929151,0.2542111,0.301093557191786,0.25899285,6,11,7,8,-27.003927,-4.4542084,5.01361235074249e-91,1.00210955910318e-89
"KY.Chr1.1216","KY.Chr1.1216","Pcbp3-KY.Chr1.1216","KH.S610.6","Pcbp3-KY.Chr1.1216","PCBP2","PCBP1/2/3/4","10:76761860:76961887:-1 ENSMUSG00000001120.15 ENSMUST00000105411.8 protein_coding protein_coding Pcbp3 poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470]","Pcbp3","ENSMUSG00000001120.15","ENSMUST00000105411.8","protein_coding","protein_coding","10:76761860:76961887:-1",0.553862199782016,1.0340046,0.460384999867815,1.1199096,5,12,4,2,15.080514,1.55763,2.46536686137808e-46,1.6979253657764e-45
"KY.Chr1.1217","KY.Chr1.1217","Nrm-KY.Chr1.1217","KH.S610.2","Nrm-KY.Chr1.1217","NRM","NRM","17:35861318:35865402:1 ENSMUSG00000059791.14 ENSMUST00000074259.14 protein_coding protein_coding Nrm nurim (nuclear envelope membrane protein) [Source:MGI Symbol;Acc:MGI:2146855]","Nrm","ENSMUSG00000059791.14","ENSMUST00000074259.14","protein_coding","protein_coding","17:35861318:35865402:1",0.39366337775109,0.7732744,0.284080927096264,0.74532264,2,11,4,2,11.780608,1.9231037,4.21546426525877e-30,1.85376118173698e-29
"KY.Chr1.1220","KY.Chr1.1220","Cdc42-KY.Chr1.1220","KH.S702.3","Cdc42-KY.Chr1.1220","CDC42","KH2013:KH.S702.3_CDC42","4:137319696:137357720:-1 ENSMUSG00000006699.17 ENSMUST00000051477.12 protein_coding protein_coding Cdc42 cell division cycle 42 [Source:MGI Symbol;Acc:MGI:106211]","Cdc42","ENSMUSG00000006699.17","ENSMUST00000051477.12","protein_coding","protein_coding","4:137319696:137357720:-1",1.13478344207859,1.7839925,0.839659853038978,1.2960805,2,28,8,2,8.688863,0.6126855,2.60895132186357e-17,7.11413510881745e-17
"KY.Chr1.1222","KY.Chr1.1222","Dpagt1-KY.Chr1.1222","KH.S702.1","Dpagt1-KY.Chr1.1222","DPAGT1","DPAGT1","9:44326845:44333900:1 ENSMUSG00000032123.5 ENSMUST00000054708.4 protein_coding protein_coding Dpagt1 dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) [Source:MGI Symbol;Acc:MGI:1196396]","Dpagt1","ENSMUSG00000032123.5","ENSMUST00000054708.4","protein_coding","protein_coding","9:44326845:44333900:1",0.565572146443544,1.3603866,0.415983600262042,1.0710788,1,4,6,4,3.7295182,0.42628545,0.000206044640355429,0.000291370858831626
"KY.Chr1.1223","KY.Chr1.1223","KY2019:KY.Chr1.1223","KH.S1524.1","KY2019:KY.Chr1.1223","ORF:[45..3041/3202]","F1NG90_CHICK","nan","nan","nan","nan","nan","nan","nan",1.27079279670573,1.3739966,0.132497935806234,0.2582883,7,10,0,1,-1.5058689,-0.47113854,0.132618792300881,0.151439953493463
"KY.Chr1.1225","KY.Chr1.1225","Dph7-KY.Chr1.1225","KH.S861.1","Dph7-KY.Chr1.1225","DPH7","SI:CH211-154O6.3","2:24962400:24972163:1 ENSMUSG00000026975.10 ENSMUST00000028351.8 protein_coding protein_coding Dph7 diphthamine biosynethesis 7 [Source:MGI Symbol;Acc:MGI:1914478]","Dph7","ENSMUSG00000026975.10","ENSMUST00000028351.8","protein_coding","protein_coding","2:24962400:24972163:1",0.495046533152873,0.8927766,0.37377252832158,1.0736386,3,15,5,11,10.114845,1.1973113,6.52825496106644e-23,2.19894867353598e-22
"KY.Chr1.1226","KY.Chr1.1226","Frmd4a-KY.Chr1.1226","KH.S389.2","Frmd4a-KY.Chr1.1226","FRMD4A","KH2013:KH.S389.2_FRMD4A","2:4400975:4614043:1 ENSMUSG00000026657.17 ENSMUST00000075767.13 protein_coding protein_coding Frmd4a FERM domain containing 4A [Source:MGI Symbol;Acc:MGI:1919850]","Frmd4a","ENSMUSG00000026657.17","ENSMUST00000075767.13","protein_coding","protein_coding","2:4400975:4614043:1",0.393045982715604,0.57664764,0.281688398874078,0.62169224,0,20,0,4,2.1146626,0.33334658,0.0347631171759533,0.0416393381558122
"KY.Chr1.1230","KY.Chr1.1230","Cstf1-KY.Chr1.1230","KH.S389.4","Cstf1-KY.Chr1.1230","CSTF1","KH2013:KH.S389.4_CSTF1","2:172370734:172382448:1 ENSMUSG00000027498.14 ENSMUST00000116375.1 protein_coding protein_coding Cstf1 cleavage stimulation factor, 3' pre-RNA, subunit 1 [Source:MGI Symbol;Acc:MGI:1914587]","Cstf1","ENSMUSG00000027498.14","ENSMUST00000116375.1","protein_coding","protein_coding","2:172370734:172382448:1",0.755276213461393,1.232089,0.562623997440268,1.2641766,3,21,2,0,6.316276,0.5878181,4.58655323980599e-10,8.96796764779095e-10
"KY.Chr1.1231","KY.Chr1.1231","Alg3-KY.Chr1.1231","KH.S389.6","Alg3-KY.Chr1.1231","ALG3","KH2013:KH.S389.6","16:20605451:20610768:-1 ENSMUSG00000033809.15 ENSMUST00000045918.14 protein_coding protein_coding Alg3 asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:1098592]","Alg3","ENSMUSG00000033809.15","ENSMUST00000045918.14","protein_coding","protein_coding","16:20605451:20610768:-1",0.535153725389504,0.7236751,0.41777485269887,1.0250682,4,18,1,5,17.138391,2.4502232,5.92501431884317e-58,5.46076573354486e-57
"KY.Chr1.1232","KY.Chr1.1232","Ncl-KY.Chr1.1232","KH.S389.1","Ncl-KY.Chr1.1232","NCL","NCL","1:86344719:86359400:-1 ENSMUSG00000026234.12 ENSMUST00000027438.7 protein_coding protein_coding Ncl nucleolin [Source:MGI Symbol;Acc:MGI:97286]","Ncl","ENSMUSG00000026234.12","ENSMUST00000027438.7","protein_coding","protein_coding","1:86344719:86359400:-1",1.89666655317521,2.5394409,1.59007553784556,2.3595226,3,14,3,3,20.952894,1.612407,1.59341208046881e-69,1.87696595934187e-68
"KY.Chr1.1236","KY.Chr1.1236","Lamp1-KY.Chr1.1236","KH.L34.21","Lamp1-KY.Chr1.1236","LAMP1","LAMP1/2","8:13159161:13175338:1 ENSMUSG00000031447.7 ENSMUST00000033824.7 protein_coding protein_coding Lamp1 lysosomal-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:96745]","Lamp1","ENSMUSG00000031447.7","ENSMUST00000033824.7","protein_coding","protein_coding","8:13159161:13175338:1",0.833867416356188,1.6125295,0.625145006943208,1.292738,0,6,0,4,-1.875061,-0.15902902,0.0611613063184097,0.0719208399241944
"KY.Chr1.1238","KY.Chr1.1238","Rmnd5a-KY.Chr1.1238","KH.S1129.2","Rmnd5a-KY.Chr1.1238","ORF:[1..21/22]","RMND5A","6:71388634:71440637:-1 ENSMUSG00000002222.14 ENSMUST00000002292.14 protein_coding protein_coding Rmnd5a required for meiotic nuclear division 5 homolog A [Source:MGI Symbol;Acc:MGI:1915727]","Rmnd5a","ENSMUSG00000002222.14","ENSMUST00000002292.14","protein_coding","protein_coding","6:71388634:71440637:-1",0.362013986909487,0.46611038,0.25262620986644,0.53390133,0,41,0,4,2.2894287,0.37823465,0.0222922567662623,0.0271472067725598
"KY.Chr1.1242","KY.Chr1.1242","Ect2-KY.Chr1.1242","KH.L34.3","Ect2-KY.Chr1.1242","ECT2","KH2013:KH.L34.3_ECT2","3:27097223:27153854:-1 ENSMUSG00000027699.19 ENSMUST00000176242.8 protein_coding protein_coding Ect2 ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281]","Ect2","ENSMUSG00000027699.19","ENSMUST00000176242.8","protein_coding","protein_coding","3:27097223:27153854:-1",0.528766251021368,0.9281241,0.409524516985517,1.1296041,3,28,5,11,13.505821,1.7129308,3.32425080367497e-38,1.83125002156623e-37
"KY.Chr1.1243","KY.Chr1.1243","Phactr2-KY.Chr1.1243","KH.L34.24","Phactr2-KY.Chr1.1243","PHACTR2","PHACTR1/2/3/4","10:13213395:13324289:-1 ENSMUSG00000062866.16 ENSMUST00000105543.8 protein_coding protein_coding Phactr2 phosphatase and actin regulator 2 [Source:MGI Symbol;Acc:MGI:2446138]","Phactr2","ENSMUSG00000062866.16","ENSMUST00000105543.8","protein_coding","protein_coding","10:13213395:13324289:-1",0.468016908670436,0.84508497,0.369783726752039,0.9228173,3,29,5,11,11.048344,1.4342076,1.04916668531034e-26,4.10183531918316e-26
"KY.Chr1.1244","KY.Chr1.1244","Mtmr9-KY.Chr1.1244","KH.L34.13","Mtmr9-KY.Chr1.1244","MTMR9","MTMR9","14:63523477:63543982:-1 ENSMUSG00000035078.6 ENSMUST00000058679.6 protein_coding protein_coding Mtmr9 myotubularin related protein 9 [Source:MGI Symbol;Acc:MGI:2442842]","Mtmr9","ENSMUSG00000035078.6","ENSMUST00000058679.6","protein_coding","protein_coding","14:63523477:63543982:-1",0.388957650592784,0.53192943,0.280505221230849,0.58952576,0,13,2,0,5.2187557,0.95156217,2.20971600978615e-07,3.73077826931058e-07
"KY.Chr1.1245","KY.Chr1.1245","Rab10-KY.Chr1.1245","KH.L34.4","Rab10-KY.Chr1.1245","RAB10","RAB10","12:3247428:3309969:-1 ENSMUSG00000020671.9 ENSMUST00000021001.9 protein_coding protein_coding Rab10 RAB10, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105066]","Rab10","ENSMUSG00000020671.9","ENSMUST00000021001.9","protein_coding","protein_coding","12:3247428:3309969:-1",0.529314064487151,1.0324341,0.372330496903663,0.9955144,1,46,5,11,10.335518,1.3821659,1.14952701526405e-23,4.01597579050581e-23
"KY.Chr1.1250","KY.Chr1.1250","Tnk2-KY.Chr1.1250","KH.L34.17","Tnk2-KY.Chr1.1250","TNK1","TNK2","16:32644826:32683493:1 ENSMUSG00000022791.19 ENSMUST00000115123.8 protein_coding protein_coding Tnk2 tyrosine kinase, non-receptor, 2 [Source:MGI Symbol;Acc:MGI:1858308]","Tnk2","ENSMUSG00000022791.19","ENSMUST00000115123.8","protein_coding","protein_coding","16:32644826:32683493:1",0.495472396605382,1.0578007,0.337778566753269,1.0626183,3,28,5,11,7.2962394,0.9380236,6.57466410337119e-13,1.4633236875867e-12
"KY.Chr1.1253","KY.Chr1.1253","Rpp30-KY.Chr1.1253","KH.L34.25","Rpp30-KY.Chr1.1253","RPP30","RPP1/30","19:36083731:36104777:1 ENSMUSG00000024800.8 ENSMUST00000025714.8 protein_coding protein_coding Rpp30 ribonuclease P/MRP 30 subunit [Source:MGI Symbol;Acc:MGI:1859683]","Rpp30","ENSMUSG00000024800.8","ENSMUST00000025714.8","protein_coding","protein_coding","19:36083731:36104777:1",0.591110343801754,0.7224549,0.408456671694617,0.91385067,0,38,0,1,5.022854,0.691174,6.27464225932998e-07,1.0310593059301e-06
"KY.Chr1.1256","KY.Chr1.1256","Pecr-KY.Chr1.1256","KH.L34.11","Pecr-KY.Chr1.1256","PECR","PECR","1:72259172:72284314:-1 ENSMUSG00000026189.13 ENSMUST00000027381.12 protein_coding protein_coding Pecr peroxisomal trans-2-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:2148199]","Pecr","ENSMUSG00000026189.13","ENSMUST00000027381.12","protein_coding","protein_coding","1:72259172:72284314:-1",0.256576721254123,0.32979906,0.168768246156372,0.30745718,0,11,0,4,1.6050408,0.36252263,0.108860481781504,0.125307580760883
"KY.Chr1.1257","KY.Chr1.1257","Zdhhc5-KY.Chr1.1257","KH.L34.2","Zdhhc5-KY.Chr1.1257","ZDHHC5","ZDHHC5","2:84687970:84715180:-1 ENSMUSG00000034075.10 ENSMUST00000035840.5 protein_coding protein_coding Zdhhc5 zinc finger, DHHC domain containing 5 [Source:MGI Symbol;Acc:MGI:1923573]","Zdhhc5","ENSMUSG00000034075.10","ENSMUST00000035840.5","protein_coding","protein_coding","2:84687970:84715180:-1",0.781552748092806,1.2976754,0.601303518741493,1.2759306,1,15,6,4,5.199629,0.4705578,2.57851586582487e-07,4.33375148090426e-07
"KY.Chr1.1258","KY.Chr1.1258","C8b-KY.Chr1.1258","KH.L34.6","C8b-KY.Chr1.1258","C8B","C8B","4:104766395:104804171:1 ENSMUSG00000029656.13 ENSMUST00000065072.6 protein_coding protein_coding C8b complement component 8, beta polypeptide [Source:MGI Symbol;Acc:MGI:88236]","C8b","ENSMUSG00000029656.13","ENSMUST00000065072.6","protein_coding","protein_coding","4:104766395:104804171:1",0.32880208991639,0.19184275,0.25988273246131,0.22581568,0,23,0,1,-3.3019168,-1.4177129,0.00103289955279847,0.00138926519317662
"KY.Chr1.1259","KY.Chr1.1259","KY2019:KY.Chr1.1259","KH.L34.14","KY2019:KY.Chr1.1259","NHEJ1","NHEJ1","nan","nan","nan","nan","nan","nan","nan",0.269329628843147,0.37673196,0.18545567531716,0.3679101,0,20,6,4,3.135175,0.75281876,0.0017736726383068,0.00234738122359691
